1.489086454822338190e+01,2.612873694185859907e-01,9.287687431888026757e-02,1.000000000000000000e+00
1.498429964214532006e+01,3.149541122959328421e-01,2.778278106911266088e-01,0.000000000000000000e+00
1.506588758323866095e+01,-9.507700798170826140e-02,-3.393005609360480457e-02,1.000000000000000000e+00
1.490964232771438525e+01,3.869329056292133973e-01,-4.073097585802207821e-01,1.000000000000000000e+00
1.509284616714805516e+01,6.887628042914408777e-01,-1.679316168502751894e-01,1.000000000000000000e+00
1.511857038466013137e+01,1.437563422838956106e-01,2.600899725754984848e-02,1.000000000000000000e+00
1.507559114888405105e+01,3.935125719502347574e-01,-2.048249401356287414e-01,1.000000000000000000e+00
1.469210488054111430e+01,4.812076337842148832e-01,-2.310986003372492159e-01,1.000000000000000000e+00
1.494369974276422930e+01,8.629449396084094559e-01,2.807919127093515543e-01,0.000000000000000000e+00
1.520133944403790593e+01,5.994998431381610704e-01,-2.584077934976215518e-01,1.000000000000000000e+00
1.515929749028617479e+01,4.807981942231414063e-01,-1.806251705331428092e-01,1.000000000000000000e+00
1.514331735555751202e+01,3.605540873246188549e-01,-5.816095034803657748e-01,1.000000000000000000e+00
1.516301457736954283e+01,2.173539803334204601e-01,1.701291197868939342e-01,1.000000000000000000e+00
1.484832993869595796e+01,4.027800782472639729e-01,-2.510430381512999132e-01,1.000000000000000000e+00
1.536778307640326879e+01,2.598388537384028196e-01,-5.812643235103422956e-01,1.000000000000000000e+00
1.484724786218372294e+01,2.763792171507772899e-01,-2.226725051533953170e-01,1.000000000000000000e+00
1.518103663342267673e+01,7.122637174899744128e-01,-1.635454233283746561e-01,1.000000000000000000e+00
1.523989968219406599e+01,4.393675536704649276e-01,-3.046271122989127056e-01,1.000000000000000000e+00
1.509212809162560909e+01,1.225213933351766427e-01,-3.250892878157541910e-01,1.000000000000000000e+00
1.521019879608420489e+01,4.009400145363269941e-01,6.435523328818615330e-02,1.000000000000000000e+00
1.503932856975240284e+01,2.264750280086806900e-01,-3.479557371296351787e-02,1.000000000000000000e+00
1.487985081902784223e+01,5.846061849336173788e-01,-8.206074785467744326e-02,0.000000000000000000e+00
1.465727649723367243e+01,3.735746205279780741e-01,-2.689444154950430543e-01,1.000000000000000000e+00
1.488942291903101456e+01,5.111904580980780599e-01,2.242322209701767266e-01,0.000000000000000000e+00
1.532997730492371780e+01,7.854588620530196241e-01,-2.151583377993592228e-01,1.000000000000000000e+00
1.497566626530669431e+01,5.054070074192342776e-01,-4.088193303474388918e-01,1.000000000000000000e+00
1.501029496486040848e+01,6.106606553621297673e-01,-2.548186036066580340e-01,1.000000000000000000e+00
1.481837573841895050e+01,3.206133425420185090e-01,-5.101257979055907610e-01,1.000000000000000000e+00
1.495675294807237066e+01,4.306616153825323368e-01,-1.035883564727499706e-01,1.000000000000000000e+00
1.541146603929328762e+01,1.710751709508951945e-01,1.983982186568705175e-01,1.000000000000000000e+00
1.537692026795917677e+01,3.381628890161004763e-01,1.971799770987224532e-02,1.000000000000000000e+00
1.535564922094408757e+01,2.386598551402367152e-01,6.563001209199902097e-02,1.000000000000000000e+00
1.519327943981872231e+01,4.243950930120587994e-01,-9.975197578345172678e-02,1.000000000000000000e+00
1.500779804587391553e+01,2.575436309400059853e-01,1.868562373478738214e-03,1.000000000000000000e+00
1.506112814674049716e+01,5.965233813768655580e-01,-2.761337392259477497e-01,1.000000000000000000e+00
1.476254011938151756e+01,3.130128615724869778e-01,3.939089891667005294e-02,1.000000000000000000e+00
1.493104527179114349e+01,3.564953257910047357e-01,1.221092313481552394e-01,1.000000000000000000e+00
1.491674887946753003e+01,2.923722380012930833e-01,-3.533422493139561915e-01,1.000000000000000000e+00
1.486170812060212576e+01,5.917631823034142924e-01,-2.093250634463116322e-01,1.000000000000000000e+00
1.492437033882201192e+01,3.808083849825464329e-01,1.900771658740741388e-01,0.000000000000000000e+00
1.551821548436398146e+01,7.956662163286258860e-01,-3.894327679288714927e-01,1.000000000000000000e+00
1.508566309712360898e+01,1.697520140221803753e-01,-2.660702860012777449e-01,1.000000000000000000e+00
1.491800926514777004e+01,2.691858336708713439e-01,-1.698463653381602489e-01,1.000000000000000000e+00
1.498878539202685545e+01,9.157255839856146551e-01,1.748073721275791303e-01,0.000000000000000000e+00
1.510537413555380226e+01,9.907602592391639984e-02,4.816330469400455228e-02,1.000000000000000000e+00
1.493293255054979163e+01,2.816767457320742962e-01,1.179746802734361749e-01,1.000000000000000000e+00
1.511797652521727109e+01,7.934240393278426673e-01,-2.834731923268049569e-01,1.000000000000000000e+00
1.491112272576858366e+01,2.327369142874030628e-01,-2.897848679037281494e-01,1.000000000000000000e+00
1.479328377845728149e+01,1.536199449081254720e-01,-1.652129660924200882e-01,1.000000000000000000e+00
1.479444902104287962e+01,4.190257919235743089e-01,-4.637758205549659396e-02,1.000000000000000000e+00
1.468541485079809306e+01,1.861579320333445198e-01,-1.310325893901612138e-02,1.000000000000000000e+00
1.487738814420179700e+01,3.227872376136319277e-01,-3.159016513098121259e-01,1.000000000000000000e+00
1.497818344166826421e+01,4.677303335673743123e-01,3.785056424033041156e-02,1.000000000000000000e+00
